City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,maralal,1.0968,36.698,14.53,77,45,2.74,KE,1687222659
367,venice,27.0998,-82.4543,29.43,83,0,4.63,US,1687222453
368,yoko,5.5333,12.3167,18.47,97,100,0.87,CM,1687222659
369,montepuez,-13.1256,38.9997,15.61,98,7,0.55,MZ,1687222659
370,port saint john's,-31.6229,29.5448,17.65,38,5,9.31,ZA,1687222659
371,banka,24.8833,86.9167,30.22,65,98,5.02,IN,1687222659
372,gulf shores,30.246,-87.7008,26.03,56,20,4.12,US,1687222660
373,vila franca do campo,37.7167,-25.4333,18.23,85,82,0.82,PT,1687222660
374,inongo,-1.95,18.2667,19.99,98,84,2.15,CD,1687222660
375,tidjikja,18.5564,-11.4271,31.83,29,0,4.51,MR,1687222660
376,adrar,20.5022,-10.0711,31.22,17,6,4.07,MR,1687222660
377,vadso,70.0744,29.7487,7.49,87,20,5.14,NO,1687222661
378,fada,9.5667,8.3,20.83,97,100,0.9,NG,1687222661
379,mhamid,29.82,-5.72,26.81,26,0,3.48,MA,1687222661
380,lagawe,16.8,121.1192,28.65,71,13,1.07,PH,1687222661
381,sarupathar,26.1984,93.8094,25.06,90,99,0.52,IN,1687222661
382,erenhot,43.6475,111.9767,22.44,29,1,3.98,CN,1687222661
383,jindabyne,-36.4167,148.6333,4.69,65,6,2.26,AU,1687222662
384,nandyal,15.4833,78.4833,30.18,56,100,3.52,IN,1687222662
385,serradifalco,37.4538,13.8805,20.95,50,51,0.89,IT,1687222662
386,portland,45.5234,-122.6762,16.9,78,75,3.09,US,1687222588
387,rabigh,22.7986,39.0349,29.34,68,62,2.47,SA,1687222662
388,ardestan,33.3761,52.3694,27.51,13,0,1.18,IR,1687222662
389,borovichi,58.3878,33.9155,11.91,71,57,1.38,RU,1687222663
390,jawf al maqbabah,13.8378,45.8349,28.4,44,12,1.46,YE,1687222663
391,vilhena,-12.7406,-60.1458,19.6,71,1,0.3,BR,1687222663
392,abong mbang,3.9833,13.1833,19.64,100,100,1.01,CM,1687222663
393,sao desiderio,-12.3633,-44.9733,21.26,52,3,2.5,BR,1687222663
394,fort st. john,56.2499,-120.8529,17.94,32,75,8.75,CA,1687222663
395,faya-largeau,17.9257,19.1043,34.58,14,74,7.9,TD,1687222663
396,gdov,58.7406,27.8122,15.02,64,0,1.16,RU,1687222664
397,marsh harbour,26.5412,-77.0636,28.17,73,12,3.74,BS,1687222664
398,whitecourt,54.1502,-115.6855,10.58,87,100,7.2,CA,1687222664
399,khandyga,62.6667,135.6,23.74,45,100,6.05,RU,1687222664
400,dickinson,29.4608,-95.0513,33.4,79,20,6.17,US,1687222665
401,sao joao da barra,-21.6403,-41.0511,18.05,74,58,4.98,BR,1687222665
402,lautoka,-17.6167,177.4667,27.92,51,20,1.54,FJ,1687222665
403,cafayate,-26.073,-65.9761,11.71,55,0,1.7,AR,1687222665
404,revda,56.801,59.9303,3.38,73,96,4.33,RU,1687222665
405,nangong,37.3581,115.3744,27.28,59,0,0.83,CN,1687222665
406,kapa'a,22.0752,-159.319,28.99,73,0,5.14,US,1687222665
407,brady,31.1352,-99.3351,31.96,37,75,6.17,US,1687222666
408,celestun,20.8667,-90.4,29.13,77,0,8.33,MX,1687222666
409,st. john's,47.5649,-52.7093,6.82,97,100,4.63,CA,1687222553
410,seven pagodas,12.6264,80.1722,26.03,81,100,3.78,IN,1687222666
411,utrik,11.2278,169.8474,27.89,78,95,6.58,MH,1687222666
412,rio gallegos,-51.6226,-69.2181,-0.97,80,0,3.6,AR,1687222666
413,walvis bay,-22.9575,14.5053,10.61,87,0,2.57,NA,1687222666
414,fraga,41.5229,0.3489,21.46,62,100,0.63,ES,1687222667
415,cidreira,-30.1811,-50.2056,15.66,78,100,6.92,BR,1687222667
416,fort irwin,35.2627,-116.6848,29.9,16,0,12.86,US,1687222667
417,aral,40.5156,81.2636,27.77,24,9,1.68,CN,1687222667
418,port hueneme,34.1478,-119.1951,23.31,69,0,5.14,US,1687222667
419,santiago de cao,-7.9589,-79.2392,21.07,88,1,3.6,PE,1687222668
420,saipan,15.1355,145.701,31.39,100,40,6.17,MP,1687222668
421,newark,40.7357,-74.1724,23.3,77,75,4.63,US,1687222385
422,zeya,53.75,127.2667,22.45,54,100,5.54,RU,1687222668
423,machico,32.7,-16.7667,22.78,84,40,1.54,PT,1687222668
424,khawr fakkan,25.3313,56.342,31.03,67,3,1.63,AE,1687222668
425,princeville,45.7668,-61.2985,10.51,93,100,3.09,CA,1687222669
426,arys,42.4252,68.795,24.62,50,0,1.69,KZ,1687222669
427,crane,31.3974,-102.3501,40.16,10,19,4.04,US,1687222669
428,ixtapa,20.7,-105.2,30.13,74,4,2.24,MX,1687222669
429,madzhalis,42.1217,47.8333,16.63,86,100,0.29,RU,1687222669
430,holualoa,19.6228,-155.9522,26.91,80,40,4.63,US,1687222669
431,sena madureira,-9.0656,-68.6569,22.54,71,0,0.28,BR,1687222669
432,namtsy,62.7161,129.6658,19.37,68,100,3.77,RU,1687222670
433,souillac,-20.5167,57.5167,23.21,64,40,3.09,MU,1687222670
434,vorkuta,67.5,64.0,4.28,75,100,4.43,RU,1687222670
435,uray,60.1247,64.7758,6.53,85,100,7.54,RU,1687222670
436,paso de la patria,-27.3168,-58.572,17.03,73,100,2.48,AR,1687222175
437,chongwe,-15.3292,28.682,9.32,54,0,1.06,ZM,1687222670
438,stanthorpe,-28.6667,151.95,10.79,57,99,4.16,AU,1687222670
439,tobelo,1.7284,128.0095,27.47,75,100,0.82,ID,1687222671
440,banda aceh,5.5577,95.3222,27.49,67,30,4.01,ID,1687222671
441,bochum,51.4833,7.2167,22.27,61,100,1.34,DE,1687222671
442,mitu,1.1983,-70.1733,22.43,90,67,0.39,CO,1687222671
443,oamaru,-45.0784,170.9801,11.88,91,100,5.31,NZ,1687222671
444,jiwani,25.05,61.7417,28.69,80,27,2.6,PK,1687222671
445,prado,-17.3411,-39.2208,21.75,77,0,4.85,BR,1687222672
446,al artawiyah,26.5053,45.3444,28.91,18,6,2.9,SA,1687222672
447,bulungu,-4.55,18.6,21.33,76,57,1.07,CD,1687222672
448,kulykivka,51.3735,31.6466,15.52,89,18,0.44,UA,1687222672
449,north tamworth,-31.0778,150.9261,10.06,50,55,2.57,AU,1687222672
450,meiganga,6.5167,14.3,18.18,94,100,0.94,CM,1687222673
451,zaragoza,41.6561,-0.8773,23.9,54,20,2.06,ES,1687222673
452,gokwe,-18.2048,28.9349,9.75,46,0,1.74,ZW,1687222673
453,mazatlan,23.2167,-106.4167,30.51,69,2,2.24,MX,1687222673
454,palmares do sul,-30.2578,-50.5097,14.25,81,100,4.79,BR,1687222570
455,nizhneudinsk,54.9076,99.0276,17.77,66,17,3.37,RU,1687222674
456,agat village,13.3886,144.6585,31.31,75,20,5.66,GU,1687222674
457,rongelap,11.1635,166.8941,27.96,78,90,6.26,MH,1687222674
458,calvinia,-31.4707,19.776,4.29,94,99,4.27,ZA,1687222675
459,tabriz,38.08,46.2919,19.7,52,0,3.09,IR,1687222675
460,hamilton,39.1834,-84.5333,21.69,91,75,6.17,US,1687222575
461,taltal,-25.4,-70.4833,17.54,63,2,2.34,CL,1687222675
462,gardnerville ranchos,38.8882,-119.7413,17.1,21,0,7.2,US,1687222675
463,zhezqazghan,47.7833,67.7667,8.32,81,0,3.0,KZ,1687222676
464,salinopolis,-0.6136,-47.3561,25.58,85,51,3.02,BR,1687222676
465,stornoway,58.2093,-6.3865,14.49,88,99,6.17,GB,1687222676
466,inarajan village,13.2736,144.7484,31.33,83,17,6.26,GU,1687222676
467,vilyuysk,63.7553,121.6247,15.16,85,100,3.82,RU,1687222676
468,okha,53.5739,142.9478,11.18,79,22,4.59,RU,1687222676
469,serdar,38.9764,56.2757,26.54,44,0,2.16,TM,1687222677
470,watertown,42.3709,-71.1828,17.75,81,20,5.66,US,1687222677
471,mazagao,-0.115,-51.2894,29.03,87,49,1.45,BR,1687222677
472,loreto,22.2667,-101.9667,28.79,14,6,9.64,MX,1687222677
473,tofol,5.3248,163.0078,29.88,74,100,3.09,FM,1687222677
474,meadow lake,34.8014,-106.5436,34.06,15,62,9.75,US,1687222677
475,kismayo,-0.3582,42.5454,25.33,82,25,5.72,SO,1687222678
476,argo,37.6333,22.7333,19.88,66,0,1.43,GR,1687222678
477,pahrump,36.2083,-115.9839,33.03,20,4,6.26,US,1687222678
478,san vicente,-26.6167,-54.1333,9.95,91,100,1.33,AR,1687222678
479,melekeok village,7.4957,134.6367,29.31,79,75,4.63,PW,1687222678
480,taitung city,22.7583,121.1444,31.15,70,75,0.51,TW,1687222678
481,port arthur,38.8,121.2667,19.12,94,100,6.3,CN,1687222120
482,mata-utu,-13.2816,-176.1745,27.25,76,56,6.11,WF,1687222679
483,alesund,62.4723,6.1549,18.84,88,100,0.0,NO,1687222679
484,arraial do cabo,-22.9661,-42.0278,21.17,59,100,3.19,BR,1687222679
485,aleg,17.0481,-13.9209,30.11,45,68,4.67,MR,1687222679
486,lucapa,-8.4192,20.7447,16.94,36,100,2.15,AO,1687222679
487,new norfolk,-42.7826,147.0587,9.28,59,79,1.34,AU,1687222679
488,santa elena de uairen,4.6167,-61.1333,19.59,95,19,0.89,VE,1687222680
489,caraguatatuba,-23.6338,-45.4899,17.1,93,84,1.47,BR,1687222680
490,ornskoldsvik,63.2909,18.7153,9.53,93,100,1.54,SE,1687222680
491,arar,30.9753,41.0381,28.01,17,0,8.75,SA,1687222680
492,praia da vitoria,38.7333,-27.0667,19.14,88,75,1.46,PT,1687222680
493,opuwo,-18.0607,13.84,13.46,24,0,2.29,NA,1687222680
494,loango,-4.6719,11.8312,20.81,87,23,1.78,CG,1687222681
495,bubaque,11.2833,-15.8333,27.43,80,100,5.26,GW,1687222681
496,catemaco,18.4167,-95.1167,27.43,60,2,2.49,MX,1687222588
497,kharkhorin,47.1975,102.8238,19.37,39,100,3.72,MN,1687222681
498,porto novo,6.4965,2.6036,23.9,90,98,2.39,BJ,1687222681
499,les sables-d'olonne,46.6667,-1.8333,20.44,88,100,3.28,FR,1687222681
500,mejit,10.2753,170.8646,27.92,78,82,7.03,MH,1687222681
501,hengyang,26.8881,112.615,27.3,87,99,1.84,CN,1687222682
502,tupiza,-21.45,-65.7167,9.98,24,0,3.81,BO,1687222682
503,taksimo,56.3444,114.8794,12.64,66,100,2.65,RU,1687222682
504,soe,-9.8607,124.284,23.29,60,67,2.21,ID,1687222682
505,usol'ye,59.4268,56.6808,3.35,78,35,3.47,RU,1687222682
506,heihe,50.2441,127.4902,21.32,85,100,5.03,CN,1687222520
507,sa pa,22.3402,103.8441,18.19,96,100,0.91,VN,1687222683
508,"laikit, laikit ii (dimembe)",1.4792,124.9735,25.47,89,75,2.06,ID,1687222683
509,labrador city,52.9463,-66.9114,16.95,55,40,1.54,CA,1687222683
510,yuzhno-kurilsk,44.0306,145.8556,13.09,74,99,3.61,RU,1687222683
511,acapulco de juarez,16.8634,-99.8901,30.42,71,21,2.2,MX,1687222683
512,fruitland,38.3221,-75.6202,25.01,73,100,3.09,US,1687222683
513,al minya,28.1099,30.7503,24.05,58,0,6.0,EG,1687222684
514,bereeda,11.8704,51.0579,30.26,60,22,1.95,SO,1687222684
515,paola,39.3599,16.0396,23.62,60,52,1.09,IT,1687222684
516,kampong thom,12.7111,104.8887,28.95,70,20,1.71,KH,1687222684
517,los frentones,-26.4077,-61.4137,19.69,54,100,3.03,AR,1687222684
518,ocean shores,46.9737,-124.1563,16.32,73,75,6.17,US,1687222435
519,el hadjira,32.6134,5.5126,31.12,12,0,5.17,DZ,1687222685
520,kattivakkam,13.2167,80.3167,26.05,94,100,5.02,IN,1687222685
521,aykhal,66.0,111.5,10.95,42,100,4.04,RU,1687222685
522,severo-yeniseyskiy,60.3725,93.0408,11.86,51,100,1.97,RU,1687222685
523,kyren,51.6828,102.1408,22.2,44,6,0.49,RU,1687222685
524,labuan bajo,-8.4964,119.8877,27.47,59,7,0.44,ID,1687222685
525,nantucket,41.2835,-70.0995,17.03,88,0,3.6,US,1687222475
526,kirensk,57.7853,108.1119,15.55,43,0,1.2,RU,1687222686
527,nouadhibou,20.931,-17.0347,20.99,83,0,6.17,MR,1687222686
528,medenine,33.355,10.5055,24.3,48,100,3.13,TN,1687222686
529,tiebo,14.6333,-16.2333,30.06,74,0,3.09,SN,1687222686
530,saynshand,44.8824,110.1163,23.22,27,4,1.86,MN,1687222686
531,taman',45.2117,36.7161,21.04,79,24,6.83,RU,1687222686
532,peskovka,59.0448,52.3606,2.28,83,54,1.64,RU,1687222687
533,matsuto,36.5167,136.5667,25.01,64,75,3.09,JP,1687222687
534,baki,-7.6128,110.7839,26.5,76,10,1.12,ID,1687222687
535,minot,48.2325,-101.2963,27.12,54,0,4.63,US,1687222482
536,whistler,50.1164,-122.9695,8.73,93,100,2.57,CA,1687222449
537,babruysk,53.15,29.2333,15.19,93,100,0.88,BY,1687222687
538,malabar,-33.9667,151.25,14.28,44,0,6.17,AU,1687222687
539,diadi,16.662,121.3658,28.91,73,28,0.56,PH,1687222688
540,mezdra,43.15,23.7,16.78,73,4,2.07,BG,1687222688
541,kannur,11.8675,75.3576,26.53,86,100,2.51,IN,1687222688
542,schweizer-reneke,-27.1887,25.3293,3.66,72,0,3.86,ZA,1687222457
543,bismarck,46.8083,-100.7837,29.37,55,0,4.63,US,1687222672
544,akureyri,65.6835,-18.0878,6.96,87,100,2.57,IS,1687222688
545,imbituba,-28.24,-48.6703,13.19,85,100,4.92,BR,1687222688
546,sukumo,32.9333,132.7333,25.88,58,97,3.36,JP,1687222689
547,woolgoolga,-30.1106,153.2007,15.93,31,18,5.3,AU,1687222689
548,saudarkrokur,65.7461,-19.6394,5.21,98,100,4.89,IS,1687222689
549,lovington,32.944,-103.3485,37.47,14,43,1.79,US,1687222689
